#{"t_start": 1704790728.5855181, "env_id": "edge_follow-v0"}
r,l,t
-26.805012,200,28051.855714
-27.907637,200,28100.487981
-25.646852,200,28149.969243
-29.937229,200,28198.946767
-29.488276,200,28247.865956
-27.626592,200,28296.755525
-26.867663,200,28345.369762
-29.501336,200,28576.829751
-25.999136,200,28742.693454
-29.715003,200,28791.093702
-30.284548,200,28839.201648
-28.017211,200,28888.666766
-26.477459,200,28937.34495
-33.532265,200,28985.91627
-30.461341,200,29034.521664
-26.488656,200,29083.465579
-27.666971,200,29131.516546
-30.069444,200,29341.968364
-28.647291,200,29501.289925
-21.616905,200,29549.241589
-31.364985,200,29597.444126
-30.276539,200,29645.925498
-25.855284,200,29694.498946
-22.954426,200,29742.970075
-27.132803,200,29791.51777
-29.009512,200,29840.334378
-27.318939,200,29889.034207
-28.102984,200,29938.058788
-33.117717,200,30178.89424
-26.942664,200,30227.999285
-26.450077,200,30276.802317
-30.067799,200,30325.759518
-26.005515,200,30374.576503
-20.3221,200,30424.233314
-29.779261,200,30473.411366
-29.291756,200,30522.844492
-28.079153,200,30571.023351
-28.582215,200,30620.474992
-26.648506,200,30966.335204
-24.699946,200,31015.539804
-26.479215,200,31064.026586
-29.055128,200,31112.602505
-27.273402,200,31162.291867
-26.52336,200,31211.737817
-25.528536,200,31260.118136
-31.69198,200,31309.492023
-25.98733,200,31359.636539
-30.510122,200,31407.3849
-25.776656,200,31651.264366
-30.621266,200,31700.540057
-28.209242,200,31748.433392
-28.418965,200,31795.895583
-27.429212,200,31844.892837
-32.226226,200,31894.249074
-27.426259,200,31943.833654
-23.251834,200,31992.572812
-23.64287,200,32040.738771
-29.568822,200,32089.136911
-30.686951,200,32287.394065
-27.683472,200,32336.276711
-29.274337,200,32384.899873
-25.32913,200,32433.460216
-30.262305,200,32482.781806
-22.986306,200,32532.17134
-29.403568,200,32581.387307
-26.50036,200,32630.102674
-26.94569,200,32678.363214
-30.260615,200,32726.76828
-26.211795,200,32890.004325
-25.756691,200,32949.015038
-28.174229,200,32998.366303
-30.681955,200,33046.93235
-21.440767,200,33095.877884
-22.99963,200,33144.59027
-28.169527,200,33192.529141
-30.154473,200,33240.999009
-28.990109,200,33289.50526
-23.95802,200,33337.082191
-31.242633,200,33501.684067
-28.79288,200,33554.544463
-24.083502,200,33602.388139
-25.786982,200,33651.387712
-30.843731,200,33699.58593
-29.82513,200,33748.598314
-26.467432,200,33796.755222
-23.934727,200,33845.261933
-24.502342,200,33893.920445
-26.095199,200,33942.507623
-30.632697,200,34107.355899
-24.391952,200,34167.517875
-29.835582,200,34216.382345
-31.875685,200,34265.607044
-30.567784,200,34314.997302
-33.176267,200,34365.977299
-28.861664,200,34415.483003
-25.809914,200,34463.368751
-26.927353,200,34512.200676
-23.671845,200,34562.15694
-29.614136,200,34725.363412
-25.03567,200,34918.922293
-42.305078,200,34968.604722
-29.654842,200,35017.157304
-31.410414,200,35065.725676
-26.080793,200,35114.787975
-26.046202,200,35164.161591
-25.461135,200,35213.1423
-30.03542,200,35261.818886
-31.178643,200,35311.022229
-25.139505,200,35476.560469
-29.200703,200,35525.844683
-24.036988,200,35609.352055
-24.855347,200,35658.193599
-29.190051,200,35706.561988
-29.27501,200,35755.921478
-22.100798,200,35804.641568
-30.676703,200,35854.143709
-29.279589,200,35903.524021
-29.266692,200,35952.525747
-30.673773,200,36116.7914
-27.85034,200,36165.509747
-29.258601,200,36405.406362
-30.111028,200,36454.297736
-27.645578,200,36503.131339
-30.419826,200,36551.916069
-28.454015,200,36601.030457
-31.01826,200,36649.538313
-28.966348,200,36697.99888
-28.582952,200,36746.56718
-26.051461,200,36909.689612
-25.871915,200,36957.5583
-28.498479,200,37036.129854
-24.916996,200,37086.35505
-30.112711,200,37134.798749
-28.203882,200,37184.141687
-27.172687,200,37234.061217
-24.164837,200,37283.577524
-23.165631,200,37332.099945
-30.385392,200,37380.894819
-25.672306,200,37547.357256
-23.346159,200,37595.653828
-52.196795,200,37676.071546
-25.226706,200,37724.580239
-27.087925,200,37773.012185
-23.815481,200,37820.281531
-26.36312,200,37869.425207
-30.105346,200,37917.576936
-29.121228,200,37966.619968
-30.521044,200,38014.956845
-32.620682,200,38178.909494
-28.365398,200,38227.547058
-27.561136,200,38354.952969
-27.916534,200,38403.288925
-30.767628,200,38451.6807
-30.857071,200,38500.388999
-24.062778,200,38549.265257
-24.395873,200,38597.533517
-25.753366,200,38646.794723
-32.6722,200,38695.618443
-28.617095,200,38856.738649
-25.597872,200,38905.66931
-28.93725,200,38954.285144
-24.590207,200,39138.377029
-27.540539,200,39187.129779
-25.872845,200,39234.933957
-28.047968,200,39284.323527
-28.305722,200,39333.143504
-30.565657,200,39381.911862
-29.909249,200,39430.669542
-27.470736,200,39591.227952
-24.968198,200,39640.30932
-26.525241,200,39688.929838
-30.559308,200,39865.462035
-24.816676,200,39914.631988
-24.277921,200,39964.067182
-24.48776,200,40012.214533
-25.740884,200,40060.713842
-30.217537,200,40109.118381
-31.614927,200,40157.370407
-34.075298,200,40318.705831
-33.722727,200,40367.381529
-23.864979,200,40416.324493
-23.303724,200,40490.415188
-23.682785,200,40539.322523
-21.604726,200,40588.146052
-24.254007,200,40636.758157
-24.556829,200,40684.853431
-30.731329,200,40733.842432
-29.892014,200,40782.78524
-24.00873,200,40940.450758
-25.797323,200,40990.227125
-30.799461,200,41038.946681
-23.331899,200,41096.313949
-25.367891,200,41144.82372
-30.159367,200,41193.308517
-21.909413,200,41242.234936
-25.305897,200,41291.837783
-31.423416,200,41341.051899
-30.893043,200,41391.672005
-25.283105,200,41557.142154
-23.010765,200,41606.268297
-22.711509,200,41655.414731
-30.20412,200,41704.421475
-26.194962,200,41779.733588
-25.642058,200,41828.56633
-27.26416,200,41878.066223
-28.630363,200,41926.341544
-25.058096,200,41974.832913
-27.187427,200,42023.564952
-31.312996,200,42184.098309
-31.595636,200,42232.813644
-25.285686,200,42282.378129
-22.537464,200,42330.980412
-25.393733,200,42395.66636
-25.425221,200,42443.998552
-26.652561,200,42493.685642
-22.462224,200,42542.648071
-23.373196,200,42591.24075
-32.549886,200,42640.366929
-24.343312,200,42801.435953
-26.869386,200,42849.486624
-25.017454,200,42898.860669
-26.443277,200,42947.989689
-23.995433,200,43024.885597
-26.330289,200,43073.52702
-30.120089,200,43122.546085
-27.108059,200,43171.221667
-29.223903,200,43220.12446
-28.841149,200,43269.32259
-26.195744,200,43434.883853
-23.320784,200,43482.965054
-27.997302,200,43531.325898
-30.854439,200,43579.838959
-29.98065,200,43820.153385
-30.507619,200,43868.501886
-23.965073,200,43917.735793
-25.53809,200,43966.774311
-29.427323,200,44015.066819
-27.002163,200,44064.178291
-22.812949,200,44230.889879
-26.513681,200,44279.93552
-30.686533,200,44328.636158
-24.235779,200,44377.591643
-22.825953,200,44426.416697
-27.969003,200,44583.991197
-22.745944,200,44632.096768
-28.132657,200,44680.71891
-29.622364,200,44728.726891
-24.583516,200,44777.84378
-29.510065,200,44934.098495
-25.596083,200,44983.33164
-23.972235,200,45032.264984
-22.291386,200,45080.247942
-22.624886,200,45129.748517
-22.071271,200,45257.949134
-29.773118,200,45306.501505
-28.208838,200,45356.027937
-24.427148,200,45404.524173
-24.793462,200,45454.053896
-20.341941,200,45607.200805
-29.946458,200,45656.167317
-22.260871,200,45705.365387
-25.484792,200,45754.731992
-20.831826,200,45803.051615
-25.384932,200,45908.591329
-22.264114,200,45956.858963
-29.362169,200,46005.657993
-25.510181,200,46054.498656
-30.184292,200,46103.231492
-27.843382,200,46265.523759
-27.09935,200,46313.900099
-27.022906,200,46361.145173
-28.009931,200,46410.221151
-30.823891,200,46459.137864
-22.2351,200,46522.48534
-28.496455,200,46570.786016
-20.15018,200,46618.729991
-23.614521,200,46668.293066
-23.258831,200,46717.114424
-25.168795,200,46879.808453
-23.240636,200,46928.216018
-26.282594,200,46977.57796
-22.941064,200,47026.109895
-20.723838,200,47075.770134
-27.957104,200,47124.477713
-25.582854,200,47289.049185
-29.941897,200,47336.828209
-24.237845,200,47385.771632
-24.497521,200,47434.067192
-32.810221,200,47595.405035
-22.26841,200,47643.621578
-28.883982,200,47692.508455
-21.884007,200,47741.367094
-28.405403,200,47790.125851
-24.492475,200,47839.178006
-24.846352,200,47934.851178
-28.074226,200,47983.795918
-26.028953,200,48032.730939
-30.691475,200,48082.969648
-31.835605,200,48250.165445
-23.66335,200,48299.216228
-24.936405,200,48347.433793
-24.247017,200,48395.67669
-25.333317,200,48444.975551
-30.835841,200,48493.690499
-35.891224,200,48640.798488
-27.82438,200,48689.873885
-30.370233,200,48739.215252
-23.69835,200,48788.20981
-25.037353,200,48953.606367
-28.611317,200,49003.043868
-21.299358,200,49051.234353
-25.565337,200,49099.673194
-23.341299,200,49148.349169
-24.718777,200,49196.426809
-33.492419,200,49419.408444
-28.033371,200,49469.122103
-27.016385,200,49518.101662
-24.84366,200,49566.777614
-26.813814,200,49726.994876
-22.773577,200,49775.2101
-26.466179,200,49823.91323
-27.961311,200,49872.646552
-22.683101,200,49921.517074
-30.239544,200,49969.605923
-34.548144,200,50018.564877
-26.447,200,50165.176527
-28.286657,200,50213.753577
-30.401112,200,50262.302005
-32.29276,200,50430.623912
-27.525107,200,50480.05693
-24.089097,200,50528.497734
-25.82986,200,50577.606413
-25.278338,200,50626.731857
-26.783528,200,50676.585688
-27.042656,200,50725.384407
-23.117554,200,50790.268978
-25.54606,200,50839.157182
-22.163219,200,50887.292978
-29.311969,200,51050.378981
-24.90969,200,51099.25916
-23.095445,200,51147.885033
-22.955369,200,51196.925339
-26.860319,200,51245.528491
-27.747708,200,51295.086696
-25.107188,200,51344.377071
-24.218536,200,51402.072772
-26.49148,200,51450.149907
-31.935092,200,51498.486957
-29.933233,200,51655.449725
-31.833831,200,51704.959482
-30.978535,200,51753.78564
-28.514155,200,51802.053131
-24.831275,200,51851.197314
-27.535759,200,51899.721164
-27.362224,200,51949.472606
-24.924691,200,52039.269872
-28.602423,200,52088.43731
-28.730736,200,52136.900229
-22.308,200,52295.314131
-30.689213,200,52344.250772
-28.869329,200,52393.935743
-24.918703,200,52442.656565
-21.222181,200,52491.343927
-32.742709,200,52540.451481
-23.416385,200,52588.584889
-28.110828,200,52636.345091
-30.027427,200,52767.166081
-29.386155,200,52816.304076
-24.40667,200,52971.029451
-29.320921,200,53019.102518
-28.507452,200,53067.673391
-24.0527,200,53116.978159
-24.722271,200,53165.215957
-29.33391,200,53213.445951
-28.209797,200,53263.067184
-24.721259,200,53311.381637
-25.00451,200,53534.096565
-27.629896,200,53582.993631
-23.084891,200,53744.84473
-26.644809,200,53793.672037
-26.701201,200,53843.02134
-21.950317,200,53892.092207
-24.708186,200,53940.281825
-24.577957,200,53989.44067
-21.854189,200,54038.764355
-25.599246,200,54087.364514
-28.53969,200,54155.68768
-25.247502,200,54204.489604
-22.283287,200,54364.543717
-22.43972,200,54413.593859
-29.130393,200,54463.393105
-25.052178,200,54512.395404
-25.404263,200,54560.822108
-26.430443,200,54609.637025
-25.564402,200,54658.051627
-25.660325,200,54706.927562
-24.172177,200,54947.453972
-25.010777,200,54997.415303
-23.779211,200,55153.464928
-26.182699,200,55202.552878
-22.604083,200,55250.592692
-29.17556,200,55299.133717
-24.676112,200,55348.001462
-28.718687,200,55396.890476
-24.196855,200,55446.145526
-22.062477,200,55495.890896
-20.197134,200,55682.626854
-27.234326,200,55731.732337
-18.226334,195,55889.903683
-21.58508,200,55939.499076
-31.351673,200,55987.457845
-27.091825,200,56036.189203
-24.55154,200,56084.305874
-23.605903,200,56133.805962
-27.569694,200,56182.248196
-26.292691,200,56230.857917
-35.427167,200,56280.068402
-26.079849,200,56393.484302
-23.004277,200,56552.923525
-18.218624,195,56599.797404
-27.996843,200,56649.471741
-24.388953,200,56699.057255
-23.801576,200,56747.393185
-33.510303,200,56797.562335
-23.028863,200,56846.255493
-30.85218,200,56895.014937
-28.510203,200,56944.172738
-29.263618,200,57031.429725
-30.071176,200,57197.199033
-23.757161,200,57245.846982
-30.237418,200,57294.829396
-29.559137,200,57343.41322
-24.599207,200,57392.854528
-31.479378,200,57442.044706
-25.339148,200,57490.930987
