#{"t_start": 1704790728.6729765, "env_id": "edge_follow-v0"}
r,l,t
-23.658628,200,25315.951541
-28.132853,200,25364.99857
-29.782156,200,25413.322415
-28.338581,200,25462.251006
-24.787431,200,25511.841684
-29.174096,200,25560.521662
-26.22139,200,25646.697531
-29.69642,200,25695.530899
-29.694084,200,25860.038901
-28.220819,200,25908.862162
-32.86503,200,25957.860154
-31.102502,200,26006.176694
-27.957172,200,26054.774162
-26.405059,200,26103.184769
-27.600245,200,26151.854442
-27.062513,200,26200.49318
-27.349204,200,26421.227114
-32.347962,200,26469.652925
-24.886516,200,26628.250414
-29.676693,200,26677.321526
-30.617415,200,26726.084805
-27.162267,200,26776.013361
-27.974403,200,26824.480206
-27.539679,200,26873.485792
-29.34104,200,26922.103503
-23.79519,200,26970.56474
-33.063545,200,27018.913666
-27.64359,200,27132.616763
-29.062873,200,27294.513774
-27.291508,200,27343.559891
-27.38919,200,27393.125541
-27.052106,200,27441.453573
-26.868847,200,27490.227287
-26.562602,200,27539.510837
-32.085064,200,27588.350369
-31.913972,200,27637.116189
-30.285584,200,27686.106614
-30.635518,200,27791.630524
-26.132379,200,27954.191391
-30.494726,200,28003.043225
-30.041805,200,28051.663965
-29.69617,200,28100.320322
-31.655225,200,28149.830259
-35.297954,200,28198.77265
-30.031956,200,28247.726087
-27.384382,200,28296.57024
-27.465185,200,28345.262568
-34.096122,200,28576.659374
-28.555988,200,28742.518687
-24.097538,200,28790.94127
-28.981796,200,28839.003787
-26.713164,200,28888.465019
-30.265212,200,28937.249622
-26.355144,200,28985.698233
-24.232641,200,29034.413422
-26.13734,200,29083.278255
-27.363174,200,29131.344656
-27.459243,200,29341.794498
-35.371266,200,29501.120119
-27.944338,200,29549.070205
-28.896428,200,29597.333893
-27.434107,200,29645.712641
-28.463359,200,29694.409607
-32.098014,200,29742.736455
-25.288867,200,29791.30627
-26.791042,200,29840.27062
-29.087469,200,29888.953856
-29.398682,200,29937.902585
-31.703724,200,30178.802302
-28.232568,200,30227.805731
-28.201439,200,30276.622077
-27.019248,200,30325.669595
-25.304279,200,30374.383121
-24.393503,200,30424.082213
-29.097551,200,30473.215234
-29.387943,200,30522.684464
-25.612153,200,30570.861046
-30.555237,200,30620.334413
-25.788279,200,30966.126174
-24.523416,200,31015.450424
-30.209211,200,31063.830801
-24.491941,200,31112.455103
-31.251042,200,31162.145686
-25.585685,200,31211.641651
-29.966946,200,31259.924284
-28.421463,200,31309.363389
-29.249806,200,31359.453598
-27.150853,200,31407.169494
-23.668959,200,31651.058285
-25.366196,200,31700.334231
-30.775587,200,31748.26465
-30.861462,200,31795.750723
-27.170385,200,31844.689955
-27.697912,200,31894.085521
-29.054498,200,31943.754206
-27.518915,200,31992.366323
-33.89636,200,32040.564253
-29.009787,200,32088.942405
-25.896677,200,32287.197098
-31.024606,200,32336.093318
-31.68414,200,32384.736381
-32.361017,200,32433.246305
-25.456329,200,32482.669054
-24.107678,200,32532.007355
-27.095235,200,32581.248455
-30.177276,200,32629.887583
-26.548416,200,32678.192063
-29.162766,200,32726.559475
-27.895581,200,32889.822308
-26.825555,200,32948.918705
-25.194086,200,32998.17645
-25.568283,200,33046.787942
-33.023484,200,33095.786274
-23.464512,200,33144.402401
-28.747408,200,33192.417096
-29.831715,200,33240.825122
-25.401395,200,33289.37205
-29.437879,200,33336.894645
-28.564456,200,33501.493723
-29.525621,200,33554.336017
-31.309922,200,33602.256091
-28.225343,200,33651.216274
-31.275883,200,33699.413648
-25.973861,200,33748.442523
-29.737282,200,33796.576717
-23.699717,200,33845.014464
-29.15141,200,33893.790682
-33.081591,200,33942.267629
-29.743056,200,34107.311486
-27.182638,200,34167.353848
-26.000887,200,34216.282433
-26.990746,200,34265.42547
-25.068742,200,34314.785203
-26.923843,200,34365.719298
-28.527166,200,34415.351056
-27.669486,200,34463.210068
-26.574024,200,34512.017869
-26.323645,200,34561.951872
-27.15003,200,34725.216214
-25.319051,200,34918.704751
-29.922671,200,34968.435403
-31.761625,200,35016.972031
-28.319111,200,35065.574799
-27.109751,200,35114.654836
-31.223472,200,35163.963451
-28.910894,200,35212.974758
-30.47913,200,35261.622159
-23.489532,200,35310.811409
-27.218559,200,35476.407204
-27.31909,200,35525.691624
-26.216857,200,35609.238672
-28.473831,200,35658.045462
-28.765376,200,35706.373713
